# BUSCO version is: 3.0.2 
# The lineage dataset is: actinopterygii_odb9 (Creation date: 2016-02-13, number of species: 20, number of BUSCOs: 4584)
# To reproduce this run: python /work/project/perch/esociformes_paper/assembly/stats/.snakemake/conda/7be74040/bin/run_busco -i data/esox_lucius_eu_canu.contigs_racon1.fasta -o canu_racon1 -l output/.busco_lineages/actinopterygii_odb9/ -m genome -c 24 -sp human
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090C000D	Complete	tig00006032	1575309	1606910	1352.6	1903
EOG090C000L	Missing
EOG090C000M	Fragmented	tig00000162	4661147	4677339	1789.8	1389
EOG090C000O	Missing
EOG090C0012	Complete	tig00006248	162077	459848	5328.5	3869
EOG090C0013	Missing
EOG090C001G	Complete	tig00000277	175295	228853	3517.7	3189
EOG090C001H	Fragmented	tig00000098	2928048	2932724	642.1	811
EOG090C001I	Complete	tig00421957	913025	929375	1734.9	1725
EOG090C001K	Fragmented	tig00001920	196964	206209	746.7	475
EOG090C002C	Missing
EOG090C002E	Missing
EOG090C002F	Complete	tig00001365	876785	895331	919.1	746
EOG090C0039	Complete	tig00421997	464895	523878	1973.1	1864
EOG090C003B	Fragmented	tig00000208	5667930	5676984	825.6	988
EOG090C003E	Complete	tig00003037	67854	129337	1553.7	1706
EOG090C003K	Missing
EOG090C003L	Fragmented	tig00000919	1607214	1611161	591.4	487
EOG090C003P	Missing
EOG090C003R	Complete	tig00006028	75515	200755	2527.5	2154
EOG090C003T	Complete	tig00000364	2373746	2458502	2580.7	2411
EOG090C003V	Fragmented	tig00001861	201130	207210	362.9	457
EOG090C003X	Missing
EOG090C0044	Missing
EOG090C0045	Complete	tig00006175	772533	773916	1145.2	645
EOG090C004I	Missing
EOG090C0051	Missing
EOG090C005E	Complete	tig00000277	1123687	1243537	2112.7	2034
EOG090C005G	Fragmented	tig00006057	795464	816824	1586.5	1009
EOG090C005H	Missing
EOG090C005N	Missing
EOG090C005U	Complete	tig00000761	973168	1069426	3260.8	2143
EOG090C0060	Fragmented	tig00006024	5575832	5589159	1369.8	1221
EOG090C0062	Fragmented	tig00001380	1051292	1083822	3696.9	2051
EOG090C0064	Complete	tig00006203	592989	628221	1420.8	1071
EOG090C0067	Missing
EOG090C0069	Missing
EOG090C006E	Complete	tig00000593	2884263	2909140	1638.0	1427
EOG090C006L	Complete	tig00421976	486532	505286	1978.6	1479
EOG090C006S	Missing
EOG090C006T	Missing
EOG090C006Y	Complete	tig00000233	726550	757296	2571.1	1944
EOG090C006Z	Complete	tig00006557	187336	208882	1189.9	1260
EOG090C0070	Fragmented	tig00006465	875771	892394	1961.2	1442
EOG090C0071	Fragmented	tig00006019	2294023	2312214	1425.0	1087
EOG090C007A	Missing
EOG090C007N	Missing
EOG090C007O	Fragmented	tig00003693	125457	140336	891.1	914
EOG090C007V	Complete	tig00005917	288727	396009	1819.5	1237
EOG090C007Y	Missing
