# BUSCO version is: 3.0.2 
# The lineage dataset is: actinopterygii_odb9 (Creation date: 2016-02-13, number of species: 20, number of BUSCOs: 4584)
# To reproduce this run: python /work/project/perch/esociformes_paper/assembly/stats/.snakemake/conda/7be74040/bin/run_busco -i data/wtdbg2_raw.ctg.fa -o wtdbg2_raw -l output/.busco_lineages/actinopterygii_odb9/ -m genome -c 24 -sp human
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090C000D	Complete	ctg32	8802076	8877998	1361.7	3328
EOG090C000L	Missing
EOG090C000M	Missing
EOG090C000O	Missing
EOG090C0012	Complete	ctg137	29161	323213	4211.6	3874
EOG090C0013	Missing
EOG090C001G	Fragmented	ctg25	616414	634338	984.6	1217
EOG090C001H	Complete	ctg17	9671746	9696412	1004.8	1635
EOG090C001I	Missing
EOG090C001K	Fragmented	ctg1	6411274	6420342	1113.0	642
EOG090C002C	Missing
EOG090C002E	Missing
EOG090C002F	Fragmented	ctg34	7534476	7548336	485.4	582
EOG090C0039	Complete	ctg72	4913407	4956064	2127.0	2029
EOG090C003B	Missing
EOG090C003E	Missing
EOG090C003K	Missing
EOG090C003L	Fragmented	ctg32	2713304	2717468	599.3	554
EOG090C003P	Missing
EOG090C003R	Missing
EOG090C003T	Missing
EOG090C003V	Fragmented	ctg50	1723785	1749200	214.1	299
EOG090C003X	Missing
EOG090C0044	Missing
EOG090C0045	Complete	ctg58	2021402	2024213	1018.0	672
EOG090C004I	Missing
EOG090C0051	Missing
EOG090C005E	Fragmented	ctg25	1563719	1585856	553.8	568
EOG090C005G	Complete	ctg13	2541131	2573203	1523.0	1464
EOG090C005H	Missing
EOG090C005N	Missing
EOG090C005U	Missing
EOG090C0060	Missing
EOG090C0062	Missing
EOG090C0064	Complete	ctg9	7898991	7929493	1655.2	1305
EOG090C0067	Missing
EOG090C0069	Missing
EOG090C006E	Complete	ctg45	5682719	5709590	1149.5	1246
EOG090C006L	Missing
EOG090C006S	Missing
EOG090C006T	Missing
EOG090C006Y	Complete	ctg83	2685706	2722262	1352.2	1358
EOG090C006Z	Missing
EOG090C0070	Missing
EOG090C0071	Missing
EOG090C007A	Missing
EOG090C007N	Missing
EOG090C007O	Missing
EOG090C007V	Missing
EOG090C007Y	Missing
EOG090C007Z	Missing
EOG090C0087	Fragmented	ctg1	9831952	9862225	428.9	600
EOG090C008I	Missing
EOG090C008K	Complete	ctg10	540682	569332	1089.8	2192
EOG090C008M	Missing
EOG090C008V	Fragmented	ctg17	7532674	7540083	793.1	725
EOG090C008X	Missing
EOG090C008Y	Complete	ctg12	5074753	5127187	1376.4	1367
EOG090C008Z	Complete	ctg23	9404487	9445053	1056.2	1231
EOG090C0099	Missing
EOG090C009C	Fragmented	ctg11	7566733	7589405	582.9	397
EOG090C009J	Missing
EOG090C009Q	Missing
EOG090C009W	Missing
EOG090C00A0	Missing
EOG090C00AD	Missing
EOG090C00AG	Missing
EOG090C00AN	Fragmented	ctg51	1665179	1675908	523.1	472
EOG090C00AQ	Missing
EOG090C00AV	Complete	ctg67	860699	949389	680.9	1024
EOG090C00B1	Missing
EOG090C00B3	Complete	ctg76	195286	218206	192.7	977
EOG090C00BD	Missing
EOG090C00BE	Missing
EOG090C00BG	Missing
EOG090C00BJ	Missing
EOG090C00BK	Missing
EOG090C00BM	Complete	ctg17	10685980	10824807	1059.7	1208
EOG090C00BS	Fragmented	ctg5	8533979	8565154	706.0	868
EOG090C00BT	Complete	ctg1	9031562	9040266	770.3	800
EOG090C00BU	Complete	ctg33	1165880	1244452	1081.1	1241
EOG090C00BW	Missing
EOG090C00BX	Missing
EOG090C00C0	Missing
EOG090C00C4	Missing
EOG090C00C8	Complete	ctg8	1513583	1584115	896.2	1324
EOG090C00C9	Missing
EOG090C00CC	Missing
EOG090C00CG	Missing
EOG090C00CI	Fragmented	ctg6	7724813	7740853	509.5	419
EOG090C00CK	Missing
EOG090C00CL	Fragmented	ctg86	1292435	1307722	502.0	631
EOG090C00CO	Missing
EOG090C00CU	Missing
EOG090C00D5	Fragmented	ctg23	11758632	11769464	564.1	634
EOG090C00D6	Missing
EOG090C00DB	Missing
EOG090C00DE	Missing
EOG090C00DG	Missing
EOG090C00DK	Missing
EOG090C00DO	Missing
EOG090C00DS	Complete	ctg143	143334	213422	847.9	1559
EOG090C00DT	Complete	ctg3	12550692	12577009	1223.6	1146
EOG090C00E5	Missing
EOG090C00E9	Missing
EOG090C00EE	Fragmented	ctg23	9847143	9866640	620.9	688
EOG090C00EF	Missing
EOG090C00EH	Missing
EOG090C00EJ	Missing
EOG090C00EZ	Complete	ctg100	323128	407512	1429.6	1503
EOG090C00F8	Complete	ctg76	2202316	2220857	1138.4	1075
EOG090C00F9	Missing
EOG090C00FC	Missing
EOG090C00FE	Missing
EOG090C00FF	Missing
EOG090C00FL	Complete	ctg55	1042312	1081640	745.5	942
EOG090C00FM	Missing
EOG090C00FR	Missing
EOG090C00FV	Missing
EOG090C00G4	Missing
EOG090C00G5	Complete	ctg26	6798348	6879433	908.4	1202
EOG090C00G7	Complete	ctg40	3949763	4019168	932.0	1136
